1147: Date: 6th Jun, Values={'ma10': 1501.8, 'ma20': 1593.05, 'ma50': 1314.04, 'ma200': 849.065}
1148: Date: 5th Jun, Values={'ma10': 1516.6, 'ma20': 1544.5, 'ma50': 1311.9, 'ma200': 846.285}
1149: Date: 4th Jun, Values={'ma10': 1533.4, 'ma20': 1503.15, 'ma50': 1305.72, 'ma200': 842.86}
1150: Date: 3rd Jun, Values={'ma10': 1565.0, 'ma20': 1473.3, 'ma50': 1299.32, 'ma200': 838.665}
1151: Date: 2nd Jun, Values={'ma10': 1598.9, 'ma20': 1440.55, 'ma50': 1287.1, 'ma200': 834.995}
1152: Date: 30th May, Values={'ma10': 1634.4, 'ma20': 1422.45, 'ma50': 1266.48, 'ma200': 830.295}
1153: Date: 29th May, Values={'ma10': 1666.9, 'ma20': 1390.65, 'ma50': 1244.46, 'ma200': 825.215}
1154: Date: 28th May, Values={'ma10': 1688.1, 'ma20': 1358.5, 'ma50': 1221.62, 'ma200': 819.43}
1155: Date: 27th May, Values={'ma10': 1703.3, 'ma20': 1342.35, 'ma50': 1198.54, 'ma200': 813.795}
1156: Date: 26th May, Values={'ma10': 1702.8, 'ma20': 1326.5, 'ma50': 1175.32, 'ma200': 808.035}
1157: Date: 23rd May, Values={'ma10': 1684.3, 'ma20': 1309.55, 'ma50': 1156.88, 'ma200': 802.66}
1158: Date: 22nd May, Values={'ma10': 1572.4, 'ma20': 1315.4, 'ma50': 1135.34, 'ma200': 797.27}
1159: Date: 21st May, Values={'ma10': 1472.9, 'ma20': 1323.4, 'ma50': 1110.16, 'ma200': 791.33}
1160: Date: 20th May, Values={'ma10': 1381.6, 'ma20': 1328.15, 'ma50': 1079.9, 'ma200': 785.74}
1161: Date: 19th May, Values={'ma10': 1282.2, 'ma20': 1333.8, 'ma50': 1049.02, 'ma200': 780.785}
1162: Date: 16th May, Values={'ma10': 1210.5, 'ma20': 1327.1, 'ma50': 1015.46, 'ma200': 774.88}
1163: Date: 15th May, Values={'ma10': 1114.4, 'ma20': 1320.45, 'ma50': 983.84, 'ma200': 768.445}
1164: Date: 14th May, Values={'ma10': 1028.9, 'ma20': 1309.45, 'ma50': 954.2, 'ma200': 762.935}
1165: Date: 13th May, Values={'ma10': 981.4, 'ma20': 1269.55, 'ma50': 924.78, 'ma200': 759.165}
1166: Date: 12th May, Values={'ma10': 950.2, 'ma20': 1214.85, 'ma50': 898.74, 'ma200': 756.58}
1167: Date: 9th May, Values={'ma10': 934.8, 'ma20': 1169.8, 'ma50': 875.88, 'ma200': 754.49}
1168: Date: 8th May, Values={'ma10': 1058.4, 'ma20': 1157.7, 'ma50': 869.86, 'ma200': 757.52}
1169: Date: 7th May, Values={'ma10': 1173.9, 'ma20': 1166.05, 'ma50': 859.92, 'ma200': 760.18}
1170: Date: 6th May, Values={'ma10': 1274.7, 'ma20': 1198.05, 'ma50': 847.26, 'ma200': 762.93}
1171: Date: 5th May, Values={'ma10': 1385.4, 'ma20': 1227.35, 'ma50': 836.58, 'ma200': 766.295}
1172: Date: 2nd May, Values={'ma10': 1443.7, 'ma20': 1226.55, 'ma50': 819.76, 'ma200': 767.27}
1173: Date: 30th Apr, Values={'ma10': 1526.5, 'ma20': 1230.4, 'ma50': 807.84, 'ma200': 768.22}
1174: Date: 29th Apr, Values={'ma10': 1590.0, 'ma20': 1235.8, 'ma50': 793.94, 'ma200': 768.81}
1175: Date: 28th Apr, Values={'ma10': 1557.7, 'ma20': 1221.3, 'ma50': 777.58, 'ma200': 768.675}
1176: Date: 25th Apr, Values={'ma10': 1479.5, 'ma20': 1215.65, 'ma50': 766.46, 'ma200': 768.44}
1177: Date: 24th Apr, Values={'ma10': 1404.8, 'ma20': 1224.65, 'ma50': 756.92, 'ma200': 767.975}
1178: Date: 23rd Apr, Values={'ma10': 1257.0, 'ma20': 1206.05, 'ma50': 738.36, 'ma200': 765.465}
1179: Date: 22nd Apr, Values={'ma10': 1158.2, 'ma20': 1174.2, 'ma50': 715.42, 'ma200': 763.41}
1180: Date: 21st Apr, Values={'ma10': 1121.4, 'ma20': 1137.65, 'ma50': 688.7, 'ma200': 761.26}
1181: Date: 17th Apr, Values={'ma10': 1069.3, 'ma20': 1084.5, 'ma50': 665.74, 'ma200': 759.085}
1182: Date: 16th Apr, Values={'ma10': 1009.4, 'ma20': 1021.9, 'ma50': 643.96, 'ma200': 758.025}
1183: Date: 15th Apr, Values={'ma10': 934.3, 'ma20': 957.25, 'ma50': 617.36, 'ma200': 757.17}
1184: Date: 11th Apr, Values={'ma10': 881.6, 'ma20': 900.55, 'ma50': 592.7, 'ma200': 756.71}
1185: Date: 9th Apr, Values={'ma10': 884.9, 'ma20': 875.15, 'ma50': 576.98, 'ma200': 758.895}
1186: Date: 8th Apr, Values={'ma10': 951.8, 'ma20': 872.05, 'ma50': 569.8, 'ma200': 763.105}
1187: Date: 7th Apr, Values={'ma10': 1044.5, 'ma20': 880.25, 'ma50': 564.14, 'ma200': 765.525}
1188: Date: 4th Apr, Values={'ma10': 1155.1, 'ma20': 894.45, 'ma50': 566.36, 'ma200': 768.19}
1189: Date: 3rd Apr, Values={'ma10': 1190.2, 'ma20': 872.9, 'ma50': 556.76, 'ma200': 768.315}
1190: Date: 2nd Apr, Values={'ma10': 1153.9, 'ma20': 810.9, 'ma50': 536.72, 'ma200': 764.16}
1191: Date: 1st Apr, Values={'ma10': 1099.7, 'ma20': 754.1, 'ma50': 523.74, 'ma200': 762.555}
1192: Date: 28th Mar, Values={'ma10': 1034.4, 'ma20': 706.85, 'ma50': 511.44, 'ma200': 762.37}
1193: Date: 27th Mar, Values={'ma10': 980.2, 'ma20': 672.0, 'ma50': 501.24, 'ma200': 764.145}
1194: Date: 26th Mar, Values={'ma10': 919.5, 'ma20': 635.25, 'ma50': 486.3, 'ma200': 765.17}
1195: Date: 25th Mar, Values={'ma10': 865.4, 'ma20': 599.95, 'ma50': 471.24, 'ma200': 767.57}
1196: Date: 24th Mar, Values={'ma10': 792.3, 'ma20': 556.1, 'ma50': 450.68, 'ma200': 769.94}
1197: Date: 21st Mar, Values={'ma10': 716.0, 'ma20': 497.65, 'ma50': 426.48, 'ma200': 770.75}
1198: Date: 20th Mar, Values={'ma10': 633.8, 'ma20': 439.4, 'ma50': 407.44, 'ma200': 771.92}
1199: Date: 19th Mar, Values={'ma10': 555.6, 'ma20': 388.65, 'ma50': 395.44, 'ma200': 773.66}
1200: Date: 18th Mar, Values={'ma10': 467.9, 'ma20': 343.15, 'ma50': 387.22, 'ma200': 775.645}
1201: Date: 17th Mar, Values={'ma10': 408.5, 'ma20': 314.25, 'ma50': 381.6, 'ma200': 778.955}
1202: Date: 13th Mar, Values={'ma10': 379.3, 'ma20': 305.65, 'ma50': 393.24, 'ma200': 783.565}
1203: Date: 12th Mar, Values={'ma10': 363.8, 'ma20': 299.1, 'ma50': 406.34, 'ma200': 788.945}
1204: Date: 11th Mar, Values={'ma10': 351.0, 'ma20': 289.3, 'ma50': 414.04, 'ma200': 794.285}
1205: Date: 10th Mar, Values={'ma10': 334.5, 'ma20': 289.95, 'ma50': 417.16, 'ma200': 799.815}
1206: Date: 7th Mar, Values={'ma10': 319.9, 'ma20': 304.35, 'ma50': 417.7, 'ma200': 805.375}
1207: Date: 6th Mar, Values={'ma10': 279.3, 'ma20': 309.65, 'ma50': 413.78, 'ma200': 809.765}
1208: Date: 5th Mar, Values={'ma10': 245.0, 'ma20': 322.95, 'ma50': 411.84, 'ma200': 815.09}
1209: Date: 4th Mar, Values={'ma10': 221.7, 'ma20': 336.55, 'ma50': 414.92, 'ma200': 821.48}
1210: Date: 3rd Mar, Values={'ma10': 218.4, 'ma20': 350.15, 'ma50': 421.18, 'ma200': 828.685}
1211: Date: 28th Feb, Values={'ma10': 220.0, 'ma20': 375.6, 'ma50': 439.76, 'ma200': 836.54}
1212: Date: 27th Feb, Values={'ma10': 232.0, 'ma20': 398.35, 'ma50': 459.74, 'ma200': 844.3}
1213: Date: 25th Feb, Values={'ma10': 234.4, 'ma20': 404.25, 'ma50': 475.48, 'ma200': 852.225}
1214: Date: 24th Feb, Values={'ma10': 227.6, 'ma20': 405.7, 'ma50': 484.12, 'ma200': 859.825}
1215: Date: 21st Feb, Values={'ma10': 245.4, 'ma20': 400.05, 'ma50': 488.7, 'ma200': 867.235}
1216: Date: 20th Feb, Values={'ma10': 288.8, 'ma20': 392.5, 'ma50': 492.36, 'ma200': 874.28}
1217: Date: 19th Feb, Values={'ma10': 340.0, 'ma20': 390.45, 'ma50': 498.08, 'ma200': 880.675}
1218: Date: 18th Feb, Values={'ma10': 400.9, 'ma20': 398.95, 'ma50': 507.84, 'ma200': 886.795}
1219: Date: 17th Feb, Values={'ma10': 451.4, 'ma20': 408.15, 'ma50': 518.64, 'ma200': 888.765}
1220: Date: 14th Feb, Values={'ma10': 481.9, 'ma20': 421.7, 'ma50': 525.52, 'ma200': 891.175}
1221: Date: 13th Feb, Values={'ma10': 531.2, 'ma20': 445.25, 'ma50': 530.32, 'ma200': 894.39}
1222: Date: 12th Feb, Values={'ma10': 564.7, 'ma20': 455.75, 'ma50': 534.04, 'ma200': 896.585}
1223: Date: 11th Feb, Values={'ma10': 574.1, 'ma20': 463.9, 'ma50': 535.88, 'ma200': 900.82}
1224: Date: 10th Feb, Values={'ma10': 583.8, 'ma20': 466.7, 'ma50': 542.84, 'ma200': 903.97}
1225: Date: 7th Feb, Values={'ma10': 554.7, 'ma20': 455.45, 'ma50': 544.92, 'ma200': 906.225}
1226: Date: 6th Feb, Values={'ma10': 496.2, 'ma20': 426.2, 'ma50': 540.7, 'ma200': 908.74}
1227: Date: 5th Feb, Values={'ma10': 440.9, 'ma20': 398.55, 'ma50': 536.82, 'ma200': 911.02}
1228: Date: 4th Feb, Values={'ma10': 397.0, 'ma20': 378.75, 'ma50': 534.38, 'ma200': 913.325}
1229: Date: 3rd Feb, Values={'ma10': 364.9, 'ma20': 374.25, 'ma50': 536.5, 'ma200': 918.945}
1230: Date: 1st Feb, Values={'ma10': 361.5, 'ma20': 383.95, 'ma50': 542.12, 'ma200': 925.595}
1231: Date: 31st Jan, Values={'ma10': 359.3, 'ma20': 374.15, 'ma50': 544.28, 'ma200': 931.375}
1232: Date: 30th Jan, Values={'ma10': 346.8, 'ma20': 395.1, 'ma50': 543.92, 'ma200': 937.42}
1233: Date: 29th Jan, Values={'ma10': 353.7, 'ma20': 429.7, 'ma50': 547.74, 'ma200': 944.095}
1234: Date: 28th Jan, Values={'ma10': 349.6, 'ma20': 453.9, 'ma50': 554.18, 'ma200': 950.89}
1235: Date: 27th Jan, Values={'ma10': 356.2, 'ma20': 475.6, 'ma50': 566.6, 'ma200': 957.775}
1236: Date: 24th Jan, Values={'ma10': 356.2, 'ma20': 491.8, 'ma50': 579.12, 'ma200': 961.6}
1237: Date: 23rd Jan, Values={'ma10': 356.2, 'ma20': 504.35, 'ma50': 588.92, 'ma200': 962.74}
1238: Date: 22nd Jan, Values={'ma10': 360.5, 'ma20': 508.15, 'ma50': 599.46, 'ma200': 963.51}
1239: Date: 21st Jan, Values={'ma10': 383.6, 'ma20': 518.3, 'ma50': 610.34, 'ma200': 963.36}
1240: Date: 20th Jan, Values={'ma10': 406.4, 'ma20': 522.05, 'ma50': 618.9, 'ma200': 965.255}
1241: Date: 17th Jan, Values={'ma10': 389.0, 'ma20': 544.15, 'ma50': 624.4, 'ma200': 969.31}
1242: Date: 16th Jan, Values={'ma10': 443.4, 'ma20': 577.6, 'ma50': 630.36, 'ma200': 973.38}
1243: Date: 15th Jan, Values={'ma10': 505.7, 'ma20': 607.6, 'ma50': 637.48, 'ma200': 976.72}
1244: Date: 14th Jan, Values={'ma10': 558.2, 'ma20': 629.8, 'ma50': 646.1, 'ma200': 979.98}
1245: Date: 13th Jan, Values={'ma10': 595.0, 'ma20': 643.6, 'ma50': 654.2, 'ma200': 983.9}
1246: Date: 10th Jan, Values={'ma10': 627.4, 'ma20': 660.3, 'ma50': 668.9, 'ma200': 987.885}
1247: Date: 9th Jan, Values={'ma10': 652.5, 'ma20': 676.65, 'ma50': 685.32, 'ma200': 992.365}
1248: Date: 8th Jan, Values={'ma10': 655.8, 'ma20': 690.4, 'ma50': 696.02, 'ma200': 997.545}
1249: Date: 7th Jan, Values={'ma10': 653.0, 'ma20': 696.65, 'ma50': 707.56, 'ma200': 1001.76}
1250: Date: 6th Jan, Values={'ma10': 637.7, 'ma20': 688.9, 'ma50': 717.84, 'ma200': 1004.26}
1251: Date: 3rd Jan, Values={'ma10': 699.3, 'ma20': 686.05, 'ma50': 729.28, 'ma200': 1007.37}
1252: Date: 2nd Jan, Values={'ma10': 711.8, 'ma20': 657.65, 'ma50': 730.06, 'ma200': 1006.01}
1253: Date: 1st Jan, Values={'ma10': 709.5, 'ma20': 622.95, 'ma50': 729.56, 'ma200': 1002.98}
1254: Date: 31st Dec, Values={'ma10': 701.4, 'ma20': 611.3, 'ma50': 735.72, 'ma200': 1000.91}
1255: Date: 30th Dec, Values={'ma10': 692.2, 'ma20': 609.35, 'ma50': 746.98, 'ma200': 999.965}
1256: Date: 27th Dec, Values={'ma10': 693.2, 'ma20': 611.85, 'ma50': 756.24, 'ma200': 999.635}
1257: Date: 26th Dec, Values={'ma10': 700.8, 'ma20': 617.25, 'ma50': 762.56, 'ma200': 999.22}
1258: Date: 24th Dec, Values={'ma10': 725.0, 'ma20': 629.3, 'ma50': 771.66, 'ma200': 1000.435}
1259: Date: 23rd Dec, Values={'ma10': 740.3, 'ma20': 640.5, 'ma50': 777.72, 'ma200': 1000.68}
1260: Date: 24th Dec, Values={'ma10': 740.1, 'ma20': 652.5, 'ma50': 781.18, 'ma200': 1000.045}
1261: Date: 23rd Dec, Values={'ma10': 672.8, 'ma20': 636.9, 'ma50': 777.26, 'ma200': 995.705}
1262: Date: 22nd Dec, Values={'ma10': 603.5, 'ma20': 608.8, 'ma50': 775.18, 'ma200': 990.765}
1263: Date: 19th Dec, Values={'ma10': 536.4, 'ma20': 584.9, 'ma50': 773.56, 'ma200': 986.39}
1264: Date: 18th Dec, Values={'ma10': 521.2, 'ma20': 580.85, 'ma50': 776.2, 'ma200': 983.95}
1265: Date: 17th Dec, Values={'ma10': 526.5, 'ma20': 594.8, 'ma50': 784.76, 'ma200': 982.825}
1266: Date: 16th Dec, Values={'ma10': 530.5, 'ma20': 609.4, 'ma50': 793.7, 'ma200': 981.625}
1267: Date: 15th Dec, Values={'ma10': 533.7, 'ma20': 617.55, 'ma50': 799.86, 'ma200': 980.1}
1268: Date: 12th Dec, Values={'ma10': 533.6, 'ma20': 628.0, 'ma50': 799.26, 'ma200': 978.08}
1269: Date: 11th Dec, Values={'ma10': 540.7, 'ma20': 637.4, 'ma50': 795.4, 'ma200': 975.855}
1270: Date: 10th Dec, Values={'ma10': 564.9, 'ma20': 655.15, 'ma50': 794.44, 'ma200': 974.075}
1271: Date: 9th Dec, Values={'ma10': 601.0, 'ma20': 680.45, 'ma50': 795.8, 'ma200': 972.94}
1272: Date: 8th Dec, Values={'ma10': 614.1, 'ma20': 696.55, 'ma50': 802.48, 'ma200': 971.55}
1273: Date: 5th Dec, Values={'ma10': 633.4, 'ma20': 717.9, 'ma50': 815.0, 'ma200': 971.135}
1274: Date: 4th Dec, Values={'ma10': 640.5, 'ma20': 724.85, 'ma50': 826.7, 'ma200': 969.58}
1275: Date: 3rd Dec, Values={'ma10': 663.1, 'ma20': 728.65, 'ma50': 840.58, 'ma200': 967.86}
1276: Date: 2nd Dec, Values={'ma10': 688.3, 'ma20': 746.7, 'ma50': 858.28, 'ma200': 967.34}
1277: Date: 1st Dec, Values={'ma10': 701.4, 'ma20': 769.8, 'ma50': 874.68, 'ma200': 967.81}
1278: Date: 28th Nov, Values={'ma10': 722.4, 'ma20': 782.85, 'ma50': 889.76, 'ma200': 968.345}
1279: Date: 27th Nov, Values={'ma10': 734.1, 'ma20': 801.9, 'ma50': 902.96, 'ma200': 968.81}
1280: Date: 26th Nov, Values={'ma10': 745.4, 'ma20': 823.25, 'ma50': 914.7, 'ma200': 968.335}
1281: Date: 25th Nov, Values={'ma10': 759.9, 'ma20': 836.65, 'ma50': 924.4, 'ma200': 966.91}
1282: Date: 24th Nov, Values={'ma10': 779.0, 'ma20': 860.45, 'ma50': 938.04, 'ma200': 967.315}
1283: Date: 21st Nov, Values={'ma10': 802.4, 'ma20': 884.25, 'ma50': 952.18, 'ma200': 967.595}
1284: Date: 20th Nov, Values={'ma10': 809.2, 'ma20': 907.75, 'ma50': 960.52, 'ma200': 966.15}
1285: Date: 19th Nov, Values={'ma10': 794.2, 'ma20': 926.55, 'ma50': 965.68, 'ma200': 963.78}
1286: Date: 18th Nov, Values={'ma10': 805.1, 'ma20': 934.6, 'ma50': 968.32, 'ma200': 960.55}
1287: Date: 17th Nov, Values={'ma10': 838.2, 'ma20': 938.45, 'ma50': 971.78, 'ma200': 957.45}
1288: Date: 14th Nov, Values={'ma10': 843.3, 'ma20': 938.65, 'ma50': 974.08, 'ma200': 954.175}
1289: Date: 13th Nov, Values={'ma10': 869.7, 'ma20': 936.75, 'ma50': 974.1, 'ma200': 951.855}
1290: Date: 12th Nov, Values={'ma10': 901.1, 'ma20': 927.75, 'ma50': 971.7, 'ma200': 949.21}
1291: Date: 11th Nov, Values={'ma10': 913.4, 'ma20': 926.3, 'ma50': 964.28, 'ma200': 946.89}
1292: Date: 10th Nov, Values={'ma10': 941.9, 'ma20': 939.65, 'ma50': 960.0, 'ma200': 946.235}
1293: Date: 7th Nov, Values={'ma10': 966.1, 'ma20': 947.8, 'ma50': 957.78, 'ma200': 944.725}
1294: Date: 6th Nov, Values={'ma10': 1006.3, 'ma20': 955.05, 'ma50': 963.24, 'ma200': 943.28}
1295: Date: 4th Nov, Values={'ma10': 1058.9, 'ma20': 970.0, 'ma50': 969.44, 'ma200': 941.45}
1296: Date: 3rd Nov, Values={'ma10': 1064.1, 'ma20': 972.3, 'ma50': 972.24, 'ma200': 938.005}
1297: Date: 31st Oct, Values={'ma10': 1038.7, 'ma20': 963.0, 'ma50': 970.42, 'ma200': 933.25}
1298: Date: 30th Oct, Values={'ma10': 1034.0, 'ma20': 948.5, 'ma50': 969.78, 'ma200': 929.715}
1299: Date: 29th Oct, Values={'ma10': 1003.8, 'ma20': 916.25, 'ma50': 962.72, 'ma200': 926.28}
1300: Date: 28th Oct, Values={'ma10': 954.4, 'ma20': 880.4, 'ma50': 950.28, 'ma200': 923.21}
1301: Date: 27th Oct, Values={'ma10': 939.2, 'ma20': 852.35, 'ma50': 942.0, 'ma200': 921.405}
1302: Date: 24th Oct, Values={'ma10': 937.4, 'ma20': 838.7, 'ma50': 931.4, 'ma200': 918.445}
1303: Date: 23rd Oct, Values={'ma10': 929.5, 'ma20': 836.55, 'ma50': 920.5, 'ma200': 918.435}
1304: Date: 21st Oct, Values={'ma10': 903.8, 'ma20': 838.75, 'ma50': 906.34, 'ma200': 918.08}
1305: Date: 20th Oct, Values={'ma10': 881.1, 'ma20': 843.35, 'ma50': 892.5, 'ma200': 916.245}
1306: Date: 17th Oct, Values={'ma10': 880.5, 'ma20': 866.95, 'ma50': 882.88, 'ma200': 914.375}
1307: Date: 16th Oct, Values={'ma10': 887.3, 'ma20': 897.55, 'ma50': 877.42, 'ma200': 912.51}
1308: Date: 15th Oct, Values={'ma10': 863.0, 'ma20': 924.55, 'ma50': 870.24, 'ma200': 910.47}
1309: Date: 14th Oct, Values={'ma10': 828.7, 'ma20': 953.6, 'ma50': 862.52, 'ma200': 908.725}
1310: Date: 13th Oct, Values={'ma10': 806.4, 'ma20': 986.3, 'ma50': 860.7, 'ma200': 908.005}
1311: Date: 10th Oct, Values={'ma10': 765.5, 'ma20': 1004.75, 'ma50': 857.1, 'ma200': 906.215}
1312: Date: 9th Oct, Values={'ma10': 740.0, 'ma20': 1015.95, 'ma50': 849.14, 'ma200': 903.815}
1313: Date: 8th Oct, Values={'ma10': 743.6, 'ma20': 1031.45, 'ma50': 840.9, 'ma200': 904.84}
1314: Date: 7th Oct, Values={'ma10': 773.7, 'ma20': 1041.65, 'ma50': 837.22, 'ma200': 905.675}
1315: Date: 6th Oct, Values={'ma10': 805.6, 'ma20': 1047.1, 'ma50': 838.42, 'ma200': 904.57}
1316: Date: 3rd Oct, Values={'ma10': 853.4, 'ma20': 1045.95, 'ma50': 841.52, 'ma200': 902.28}
1317: Date: 1st Oct, Values={'ma10': 907.8, 'ma20': 1047.35, 'ma50': 844.14, 'ma200': 900.13}
1318: Date: 30th Sep, Values={'ma10': 986.1, 'ma20': 1065.05, 'ma50': 853.12, 'ma200': 899.695}
1319: Date: 29th Sep, Values={'ma10': 1078.5, 'ma20': 1084.15, 'ma50': 866.76, 'ma200': 900.875}
1320: Date: 26th Sep, Values={'ma10': 1166.2, 'ma20': 1098.3, 'ma50': 884.5, 'ma200': 902.025}
1321: Date: 25th Sep, Values={'ma10': 1244.0, 'ma20': 1101.65, 'ma50': 902.48, 'ma200': 902.27}
1322: Date: 24th Sep, Values={'ma10': 1291.9, 'ma20': 1090.35, 'ma50': 912.8, 'ma200': 900.4}
1323: Date: 23rd Sep, Values={'ma10': 1319.3, 'ma20': 1074.85, 'ma50': 914.16, 'ma200': 897.78}
1324: Date: 22nd Sep, Values={'ma10': 1309.6, 'ma20': 1066.2, 'ma50': 911.76, 'ma200': 893.755}
1325: Date: 19th Sep, Values={'ma10': 1288.6, 'ma20': 1050.8, 'ma50': 911.62, 'ma200': 890.295}
1326: Date: 18th Sep, Values={'ma10': 1238.5, 'ma20': 1031.6, 'ma50': 908.32, 'ma200': 885.88}
1327: Date: 17th Sep, Values={'ma10': 1186.9, 'ma20': 1009.15, 'ma50': 903.48, 'ma200': 881.21}
1328: Date: 16th Sep, Values={'ma10': 1144.0, 'ma20': 982.9, 'ma50': 899.36, 'ma200': 877.01}
1329: Date: 15th Sep, Values={'ma10': 1089.8, 'ma20': 951.3, 'ma50': 898.76, 'ma200': 873.565}
1330: Date: 12th Sep, Values={'ma10': 1030.4, 'ma20': 912.2, 'ma50': 899.52, 'ma200': 870.685}
1331: Date: 11th Sep, Values={'ma10': 959.3, 'ma20': 880.65, 'ma50': 901.92, 'ma200': 868.24}
1332: Date: 10th Sep, Values={'ma10': 888.8, 'ma20': 843.85, 'ma50': 906.18, 'ma200': 865.78}
1333: Date: 9th Sep, Values={'ma10': 830.4, 'ma20': 805.05, 'ma50': 911.4, 'ma200': 862.445}
1334: Date: 8th Sep, Values={'ma10': 822.8, 'ma20': 772.3, 'ma50': 919.44, 'ma200': 859.875}
1335: Date: 5th Sep, Values={'ma10': 813.0, 'ma20': 743.6, 'ma50': 926.32, 'ma200': 857.825}
1336: Date: 4th Sep, Values={'ma10': 824.7, 'ma20': 721.0, 'ma50': 935.18, 'ma200': 857.05}
1337: Date: 3rd Sep, Values={'ma10': 831.4, 'ma20': 702.55, 'ma50': 937.26, 'ma200': 856.225}
1338: Date: 2nd Sep, Values={'ma10': 821.8, 'ma20': 679.05, 'ma50': 932.86, 'ma200': 854.83}
1339: Date: 1st Sep, Values={'ma10': 812.8, 'ma20': 657.8, 'ma50': 932.06, 'ma200': 855.15}
1340: Date: 29th Aug, Values={'ma10': 794.0, 'ma20': 650.25, 'ma50': 929.32, 'ma200': 855.825}
1341: Date: 28th Aug, Values={'ma10': 802.0, 'ma20': 658.35, 'ma50': 937.8, 'ma200': 857.505}
1342: Date: 26th Aug, Values={'ma10': 798.9, 'ma20': 662.5, 'ma50': 947.68, 'ma200': 859.3}
1343: Date: 25th Aug, Values={'ma10': 779.7, 'ma20': 655.6, 'ma50': 960.08, 'ma200': 859.84}
1344: Date: 22nd Aug, Values={'ma10': 721.8, 'ma20': 640.0, 'ma50': 965.04, 'ma200': 858.815}
1345: Date: 21st Aug, Values={'ma10': 674.2, 'ma20': 642.45, 'ma50': 975.4, 'ma200': 857.59}
1346: Date: 20th Aug, Values={'ma10': 617.3, 'ma20': 645.5, 'ma50': 987.94, 'ma200': 855.47}
1347: Date: 19th Aug, Values={'ma10': 573.7, 'ma20': 647.3, 'ma50': 1000.78, 'ma200': 854.85}
1348: Date: 18th Aug, Values={'ma10': 536.3, 'ma20': 656.85, 'ma50': 1014.44, 'ma200': 855.585}
1349: Date: 14th Aug, Values={'ma10': 502.8, 'ma20': 676.35, 'ma50': 1028.92, 'ma200': 856.61}
1350: Date: 13th Aug, Values={'ma10': 506.5, 'ma20': 715.95, 'ma50': 1047.24, 'ma200': 859.545}
1351: Date: 12th Aug, Values={'ma10': 514.7, 'ma20': 753.55, 'ma50': 1062.94, 'ma200': 862.39}
1352: Date: 11th Aug, Values={'ma10': 526.1, 'ma20': 792.2, 'ma50': 1079.56, 'ma200': 864.955}
1353: Date: 8th Aug, Values={'ma10': 531.5, 'ma20': 820.7, 'ma50': 1099.38, 'ma200': 867.88}
1354: Date: 7th Aug, Values={'ma10': 558.2, 'ma20': 852.3, 'ma50': 1121.04, 'ma200': 870.96}
1355: Date: 6th Aug, Values={'ma10': 610.7, 'ma20': 891.15, 'ma50': 1142.62, 'ma200': 874.13}
1356: Date: 5th Aug, Values={'ma10': 673.7, 'ma20': 930.55, 'ma50': 1164.68, 'ma200': 877.49}
1357: Date: 4th Aug, Values={'ma10': 720.9, 'ma20': 962.7, 'ma50': 1185.3, 'ma200': 879.315}
1358: Date: 1st Aug, Values={'ma10': 777.4, 'ma20': 997.35, 'ma50': 1206.62, 'ma200': 880.655}
1359: Date: 31st Jul, Values={'ma10': 849.9, 'ma20': 1044.2, 'ma50': 1230.76, 'ma200': 883.115}
1360: Date: 30th Jul, Values={'ma10': 925.4, 'ma20': 1083.35, 'ma50': 1251.68, 'ma200': 884.36}
1361: Date: 29th Jul, Values={'ma10': 992.4, 'ma20': 1116.8, 'ma50': 1272.04, 'ma200': 884.33}
1362: Date: 28th Jul, Values={'ma10': 1058.3, 'ma20': 1158.55, 'ma50': 1293.14, 'ma200': 885.565}
1363: Date: 25th Jul, Values={'ma10': 1109.9, 'ma20': 1207.7, 'ma50': 1318.96, 'ma200': 888.13}
1364: Date: 24th Jul, Values={'ma10': 1146.4, 'ma20': 1247.2, 'ma50': 1341.76, 'ma200': 889.48}
1365: Date: 23rd Jul, Values={'ma10': 1171.6, 'ma20': 1266.85, 'ma50': 1357.06, 'ma200': 888.74}
1366: Date: 22nd Jul, Values={'ma10': 1187.4, 'ma20': 1280.1, 'ma50': 1369.54, 'ma200': 887.815}
1367: Date: 21st Jul, Values={'ma10': 1204.5, 'ma20': 1280.15, 'ma50': 1380.62, 'ma200': 887.245}
1368: Date: 18th Jul, Values={'ma10': 1217.3, 'ma20': 1264.4, 'ma50': 1386.96, 'ma200': 886.1}
1369: Date: 17th Jul, Values={'ma10': 1238.5, 'ma20': 1247.4, 'ma50': 1374.26, 'ma200': 883.72}
1370: Date: 16th Jul, Values={'ma10': 1241.3, 'ma20': 1210.35, 'ma50': 1360.24, 'ma200': 879.475}
1371: Date: 15th Jul, Values={'ma10': 1241.2, 'ma20': 1189.95, 'ma50': 1348.96, 'ma200': 874.98}
1372: Date: 14th Jul, Values={'ma10': 1258.8, 'ma20': 1177.55, 'ma50': 1337.02, 'ma200': 870.875}
1373: Date: 11th Jul, Values={'ma10': 1305.5, 'ma20': 1189.65, 'ma50': 1338.24, 'ma200': 869.585}
1374: Date: 10th Jul, Values={'ma10': 1348.0, 'ma20': 1199.4, 'ma50': 1334.58, 'ma200': 869.29}
1375: Date: 9th Jul, Values={'ma10': 1362.1, 'ma20': 1210.25, 'ma50': 1327.78, 'ma200': 868.79}
1376: Date: 8th Jul, Values={'ma10': 1372.8, 'ma20': 1230.65, 'ma50': 1327.66, 'ma200': 868.665}
